score_1;score_2;protein_name_1;protein_name_2;comments
0.623;0.613;P05067;Q9NP59;
1.0;0.45399999999999996;P00450;Q9NP59;
0.424;0.465;P81172;Q9NP59;
0.14300000000000002;0.0463;P05067;Q9NRA2;
0.142;0.0427;P17931;Q9NRA2;
0.375;0.418;P05067;Q9NSB8;
0.141;0.040999999999999995;P13637;Q9NSB8;
0.38299999999999995;0.425;P21817;Q9NSB8;
0.168;0.107;P39086;Q9NSB8;
1.0;0.161;P41594;Q9NSB8;
0.166;0.102;P42261;Q9NSB8;
1.0;0.0;P58400;Q9NSB8;
1.0;0.0;P58401;Q9NSB8;
0.172;0.11599999999999999;P60953;Q9NSB8;
0.172;0.11599999999999999;P61586;Q9NSB8;
1.0;0.2;Q13255;Q9NSB8;
0.38;0.423;Q14643;Q9NSB8;
1.0;0.0;Q15700;Q9NSB8;
1.0;0.18100000000000002;Q86YM7;Q9NSB8;
1.0;0.0;Q8N0W4;Q9NSB8;
0.142;0.0429;Q8N1S5;Q9NSB8;
1.0;0.0;Q8N2Q7;Q9NSB8;
1.0;0.0;Q8NFZ3;Q9NSB8;
1.0;0.0;Q8NFZ4;Q9NSB8;
1.0;0.0;Q9HDB5;Q9NSB8;
0.14300000000000002;0.0446;Q9NQ40;Q9NSB8;
0.142;0.0419;Q12904;Q9NSB8;
0.374;0.41600000000000004;P05067;Q9NSC5;
0.152;0.068;P14672;Q9NSC5;
0.38;0.423;P21817;Q9NSC5;
0.141;0.0393;P41240;Q9NSC5;
1.0;0.159;P41594;Q9NSC5;
1.0;0.0;P58400;Q9NSC5;
1.0;0.0;P58401;Q9NSC5;
1.0;0.16;Q13255;Q9NSC5;
0.384;0.426;Q14517;Q9NSC5;
1.0;0.0;Q15700;Q9NSC5;
1.0;0.183;Q86YM7;Q9NSC5;
0.141;0.0396;Q8IZP0;Q9NSC5;
1.0;0.0;Q8N0W4;Q9NSC5;
1.0;0.0;Q8N2Q7;Q9NSC5;
1.0;0.0;Q8NFZ3;Q9NSC5;
1.0;0.0;Q8NFZ4;Q9NSC5;
1.0;0.0;Q9HDB5;Q9NSC5;
1.0;0.165;Q9NSB8;Q9NSC5;
0.21;0.193;P05067;Q9P232;
0.21600000000000003;0.205;P51693;Q9P232;
0.14300000000000002;0.0461;P05067;Q9UN72;
0.152;0.0691;P46108;Q9UN72;
0.14400000000000002;0.0474;P05067;Q9Y5F6;
0.14300000000000002;0.0449;P05067;P05120;
0.14300000000000002;0.0454;P05067;P05451;
0.14300000000000002;0.0454;P05067;P05452;
0.14300000000000002;0.0463;P05067;P08118;
0.14300000000000002;0.0452;P05067;P09228;
0.14300000000000002;0.0446;P05067;P09466;
0.14300000000000002;0.0467;P05067;P0DN86;
0.156;0.0786;P05067;P10646;
0.14300000000000002;0.0461;P05067;P10915;
0.14300000000000002;0.0454;P05067;P13232;
0.14300000000000002;0.0451;P05067;P13725;
0.174;0.121;P05067;P16870;
0.142;0.0437;P05067;P18827;
0.205;0.185;P08962;P18827;
0.14300000000000002;0.0459;P05067;P20062;
0.36700000000000005;0.409;P05067;P22303;
0.38;0.42200000000000004;P06733;P22303;
0.14400000000000002;0.0474;P05067;P22749;
0.14300000000000002;0.0448;P05067;P23560;
0.254;0.267;P08138;P23560;
0.14300000000000002;0.0444;P05067;P32881;
0.146;0.0538;P05067;P35443;
0.141;0.0408;P25054;P35443;
0.14300000000000002;0.0467;P05067;P36980;
0.23800000000000002;0.243;P05067;P39060;
0.391;0.434;P14151;P39060;
0.396;0.439;P16109;P39060;
0.14300000000000002;0.0454;P05067;P39900;
0.37200000000000005;0.414;P05067;P41271;
0.142;0.0438;P05067;P49662;
0.14400000000000002;0.0482;P21796;P49662;
0.14300000000000002;0.0449;P05067;P49862;
1.0;0.0;P12830;P49862;
0.14300000000000002;0.0444;P05067;P56705;
0.14300000000000002;0.0467;P05067;P58499;
0.16;0.0885;P20648;P58499;
0.634;0.62;P05067;P61812;
0.14300000000000002;0.0452;P05067;P98173;
0.14400000000000002;0.0474;P05067;Q01524;
0.14300000000000002;0.0445;P05067;Q05707;
0.142;0.0416;P05538;Q05707;
0.152;0.0692;P06733;Q05707;
0.387;0.429;P16070;Q05707;
0.14300000000000002;0.0459;P05067;Q14031;
0.23;0.22899999999999998;P05067;Q15113;
0.14300000000000002;0.0454;P05067;Q16619;
0.14300000000000002;0.0457;P05067;Q53H76;
0.14800000000000002;0.06;P49407;Q53H76;
0.157;0.0815;P05067;Q68BL7;
0.14300000000000002;0.0461;P05067;Q6E0U4;
0.14300000000000002;0.0457;P05067;Q6P1S2;
0.14400000000000002;0.0474;P05067;Q6UWN8;
0.14300000000000002;0.0467;P05067;Q6UWU2;
0.14300000000000002;0.0442;P05067;Q6UX06;
0.14300000000000002;0.0453;Q5T700;Q6UX06;
0.14300000000000002;0.0467;P05067;Q86V25;
0.14300000000000002;0.0467;P05067;Q8NB37;
0.14400000000000002;0.0474;P05067;Q8NF86;
0.14400000000000002;0.0474;P05067;Q8TAA1;
0.14400000000000002;0.0474;P05067;Q8TAV5;
0.23;0.22899999999999998;P05067;Q92876;
0.14300000000000002;0.0467;P05067;Q969Y0;
0.14400000000000002;0.0474;P05067;Q96LR4;
0.14300000000000002;0.0453;P05067;Q96LT7;
1.0;0.0;P05067;Q96P20;
0.171;0.115;P07900;Q96P20;
0.14300000000000002;0.0461;P05067;Q96PB7;
0.14300000000000002;0.0467;P05067;Q99616;
1.0;0.0;P41597;Q99616;
1.0;0.0;P51677;Q99616;
0.209;0.193;O00590;Q99616;
0.14300000000000002;0.0457;P05067;Q9BRX8;
0.142;0.0426;P10321;Q9BRX8;
0.14400000000000002;0.0474;P05067;Q9BT56;
0.14300000000000002;0.0461;P05067;Q9BWS9;
0.147;0.0568;P63165;Q9BWS9;
0.142;0.0432;Q86YD3;Q9BWS9;
0.14300000000000002;0.0467;P05067;Q9BYJ0;
0.14300000000000002;0.045;P05067;Q9GZZ8;
0.142;0.0427;P43353;Q9GZZ8;
0.14400000000000002;0.0474;P05067;Q9H3Y0;
0.14300000000000002;0.0459;P05067;Q9H972;
0.428;0.469;P05067;Q9HCB6;
0.395;0.43700000000000006;P51693;Q9HCB6;
0.39899999999999997;0.441;Q06481;Q9HCB6;
0.14300000000000002;0.0446;Q9BRV3;Q9HCB6;
0.14400000000000002;0.0474;P05067;Q9NPH9;
0.14400000000000002;0.0474;P05067;Q9Y258;
0.14300000000000002;0.0444;P05067;Q9Y3E2;
0.14300000000000002;0.0447;P11142;Q9Y3E2;
1.0;0.0;P07585;P10600;
0.147;0.0564;P07900;Q15139;
0.37200000000000005;0.414;P12830;Q15139;
1.0;0.217;P43405;Q15139;
0.263;0.28;Q07021;Q15139;
0.379;0.42100000000000004;P49768;Q99828;
0.375;0.418;Q13153;Q99828;
0.155;0.0765;Q8IUH5;Q99828;
0.21;0.193;P10599;Q99828;
0.141;0.0407;P25054;P49747;
1.0;0.0;P13591;P53420;
1.0;0.0;P13591;Q01955;
0.142;0.0421;P32249;Q14112;
0.154;0.0731;P07948;Q03405;
0.371;0.413;P11717;Q03405;
1.0;0.0;P00747;Q03405;
1.0;0.721;P00749;Q03405;
0.364;0.406;P01042;Q03405;
0.19699999999999998;0.17;P04004;Q03405;
1.0;0.0;P04196;Q03405;
1.0;0.0;P05120;Q03405;
1.0;0.0;P05121;Q03405;
0.142;0.0416;P55058;Q03405;
0.141;0.0411;P55268;Q03405;
0.385;0.428;P06241;Q15762;
1.0;0.455;P15151;Q15762;
0.174;0.122;P07900;Q99572;
0.174;0.121;P11142;Q99572;
0.179;0.132;P23471;Q99572;
0.14400000000000002;0.0494;Q15768;Q99572;
1.0;0.665;Q96RD7;Q99572;
0.193;0.161;Q99571;Q99572;
0.17800000000000002;0.13;Q16787;Q99572;
1.0;0.7390000000000001;P57087;Q9BX67;
0.256;0.27;Q8TEW0;Q9BX67;
0.141;0.0408;P08571;Q9UMF0;
0.18;0.133;P09603;Q9UMF0;
0.377;0.419;P12814;Q9UMF0;
0.248;0.258;P49768;Q9UMF0;
0.141;0.0402;Q99523;Q9UMF0;
0.141;0.0405;Q9BYG5;Q9UMF0;
0.152;0.0703;P37840;Q9UMF0;
0.142;0.0417;P05362;Q9HAV5;
0.142;0.0429;P23634;Q9HAV5;
1.0;0.0;Q92838;Q9HAV5;
0.14400000000000002;0.0493;P02746;Q9HAV5;
0.385;0.42700000000000005;P07947;P15529;
0.374;0.41600000000000004;P12931;P15529;
1.0;0.505;P01024;P15529;
1.0;0.0;P05156;P15529;
1.0;0.0;P0C0L4;P15529;
1.0;0.0;P0C0L5;P15529;
0.198;0.171;P10600;P17813;
0.483;0.515;P01137;P17813;
0.175;0.12300000000000001;P02750;P17813;
0.16699999999999998;0.106;P12643;P17813;
0.259;0.275;P15529;P48509;
0.21100000000000002;0.195;P27701;P48509;
1.0;0.0;O75718;Q5TAT6;
1.0;0.0;Q32P28;Q5TAT6;
1.0;0.0;P09958;Q86Y22;
1.0;0.0;O75718;Q86Y22;
1.0;0.0;Q32P28;Q86Y22;
1.0;0.0;P12830;P14780;
1.0;0.0;P15291;P51884;
1.0;0.0;P48509;Q13751;
1.0;0.0;Q03001;Q13751;
1.0;0.0;P48509;Q13753;
1.0;0.0;Q03001;Q13753;
0.408;0.45;P06127;P06729;
0.6759999999999999;0.645;P06239;P06729;
0.6559999999999999;0.633;P06241;P06729;
0.408;0.45;P06127;P30203;
0.384;0.426;O00560;P30203;
0.39899999999999997;0.441;P09382;P30203;
0.389;0.43200000000000005;P17931;P30203;
0.14800000000000002;0.059000000000000004;P07900;P14616;
0.209;0.192;P06239;P17706;
0.141;0.0403;P10321;P17706;
0.163;0.0966;P10912;P17706;
0.245;0.253;P12931;P17706;
0.147;0.055999999999999994;P06239;P08174;
1.0;0.0;P00751;P08174;
1.0;0.0;P01024;P08174;
1.0;0.0;P01308;P08174;
1.0;0.0;P06681;P08174;
0.203;0.18100000000000002;P06239;P09326;
0.748;0.684;P06729;P09326;
1.0;0.466;P06239;P10747;
1.0;0.0;P06241;P10747;
1.0;0.0;P07947;P10747;
1.0;0.0;P07948;P10747;
1.0;0.0731;P06239;P16410;
1.0;0.10099999999999999;P06241;P16410;
1.0;0.0;P07947;P16410;
1.0;0.0721;P07948;P16410;
1.0;0.0;P10747;P16410;
1.0;0.0;P12931;P16410;
1.0;0.0;P06239;P21583;
1.0;0.0;P06241;P21583;
1.0;0.0;P07947;P21583;
1.0;0.0;P07948;P21583;
1.0;0.8590000000000001;P10721;P21583;
1.0;0.0;P12931;P21583;
1.0;0.0;P14780;P21583;
0.483;0.515;P06239;P28907;
0.514;0.539;P22681;P28907;
1.0;0.0;P06239;P33681;
1.0;0.0;P06241;P33681;
1.0;0.0;P07947;P33681;
1.0;0.0;P07948;P33681;
0.163;0.0962;P08138;P33681;
1.0;0.8909999999999999;P10747;P33681;
1.0;0.0;P12931;P33681;
1.0;0.882;P16410;P33681;
1.0;0.0;P06239;P42081;
1.0;0.0;P06241;P42081;
1.0;0.0;P07947;P42081;
1.0;0.0;P07948;P42081;
1.0;0.802;P10747;P42081;
1.0;0.0;P12931;P42081;
1.0;0.708;P16410;P42081;
0.15;0.0639;P33681;P42081;
0.177;0.127;P06239;Q6PIZ9;
0.175;0.124;P06241;Q6PIZ9;
0.175;0.12300000000000001;P07948;Q6PIZ9;
0.294;0.324;P06239;Q96IF1;
1.0;0.0;P07900;Q96IF1;
0.166;0.102;P12830;Q96IF1;
1.0;0.0;P48730;Q96IF1;
0.158;0.0836;P31947;Q96IF1;
0.25;0.261;P06239;Q9HBA0;
0.248;0.258;P06241;Q9HBA0;
0.252;0.264;P07947;Q9HBA0;
0.248;0.258;P07948;Q9HBA0;
0.252;0.264;P08631;Q9HBA0;
0.248;0.258;P12931;Q9HBA0;
0.385;0.42700000000000005;P30556;Q9HBA0;
0.40700000000000003;0.449;P32121;Q9HBA0;
0.379;0.42200000000000004;P49407;Q9HBA0;
0.39899999999999997;0.441;Q14244;Q9HBA0;
0.401;0.44299999999999995;Q15049;Q9HBA0;
0.667;0.64;Q96J02;Q9HBA0;
0.32;0.35600000000000004;P06239;Q9Y3P8;
0.315;0.35;P06241;Q9Y3P8;
0.31;0.344;P43405;Q9Y3P8;
0.385;0.428;P06241;P06734;
0.802;0.711;P06241;P07333;
0.374;0.41600000000000004;P06241;P16471;
1.0;0.816;P01236;P16471;
1.0;0.52;P01241;P16471;
1.0;0.0;P01242;P16471;
1.0;0.0;P0DML2;P16471;
0.371;0.413;P06241;P22460;
0.147;0.057;P07900;P22460;
0.361;0.402;P11142;P22460;
0.376;0.418;P12814;P22460;
0.63;0.618;P12931;P22460;
0.19699999999999998;0.168;P22001;P22460;
0.38299999999999995;0.425;P06241;P23469;
0.392;0.435;P07947;P23469;
0.376;0.419;P06241;P43121;
0.163;0.0968;P07550;P43121;
0.401;0.444;P16581;P43121;
0.151;0.0671;P06241;P50851;
0.402;0.444;P16410;P50851;
0.158;0.083;P46531;P50851;
0.145;0.0506;P02751;P50851;
1.0;0.0;P06241;P98155;
0.391;0.434;P06858;P98155;
0.141;0.0402;P08865;P98155;
0.195;0.165;P16671;P98155;
0.142;0.043;P22001;P98155;
0.382;0.425;P02649;P98155;
1.0;0.0;P02654;P98155;
1.0;0.0;P04114;P98155;
0.184;0.142;P10909;P98155;
1.0;0.0;P55056;P98155;
1.0;0.892;P78509;P98155;
0.37799999999999995;0.42100000000000004;P06241;Q01628;
0.389;0.43200000000000005;P10451;Q01628;
0.203;0.18100000000000002;P43490;Q01628;
1.0;0.763;P06241;Q13291;
0.141;0.0405;P13637;Q13291;
0.142;0.0427;P43005;Q13291;
0.141;0.0405;P56937;Q13291;
0.141;0.0409;Q01814;Q13291;
0.141;0.0411;P09382;Q13291;
0.151;0.0669;P06241;Q13796;
0.151;0.0667;P12931;Q13796;
0.141;0.0411;P32121;Q13796;
0.141;0.0413;P49407;Q13796;
1.0;0.0;P06241;Q6EIG7;
1.0;0.0;P07948;Q6EIG7;
1.0;0.0;P43405;Q6EIG7;
0.152;0.0683;P06241;Q7Z408;
0.152;0.0679;P46108;Q7Z408;
0.153;0.0708;P06241;Q96GP6;
0.153;0.0708;P06241;Q9BZJ6;
0.37200000000000005;0.415;P06241;Q9BZW8;
1.0;0.705;P09326;Q9BZW8;
0.20600000000000002;0.18600000000000003;P41240;Q9BZW8;
0.152;0.0683;P06241;Q9H1R2;
0.152;0.0682;P12931;Q9H1R2;
0.152;0.0684;P46108;Q9H1R2;
0.369;0.41100000000000003;P06241;Q9NYA1;
0.14300000000000002;0.0448;P07900;Q9NYA1;
0.369;0.41100000000000003;P07948;Q9NYA1;
0.382;0.425;P07858;Q9NYA1;
0.14400000000000002;0.0494;P53621;Q9NYA1;
0.151;0.0678;P06241;Q9NYQ7;
0.18100000000000002;0.136;P09603;Q9NYQ7;
0.157;0.0814;Q03001;Q9NYQ7;
0.142;0.0436;Q00887;Q9NYQ7;
1.0;0.0;P06241;Q9ULY5;
1.0;0.0;P07948;Q9ULY5;
1.0;0.0;P43405;Q9ULY5;
1.0;0.0;Q6EIG7;Q9ULY5;
0.39;0.43200000000000005;P06241;P23946;
1.0;0.0;P21583;P23946;
0.151;0.0672;P06241;P34820;
1.0;0.0;P06241;P78509;
0.395;0.43799999999999994;P52799;P78509;
0.152;0.0689;P06241;Q14767;
0.152;0.0681;P06241;Q92874;
0.142;0.042;P41240;Q92874;
0.153;0.0708;P06241;Q9HCQ7;
0.152;0.0693;P06241;Q9NQ76;
0.152;0.0695;P12931;Q9NQ76;
0.152;0.0687;P46108;Q9NQ76;
0.152;0.0683;P06241;Q9UK85;
0.152;0.0681;P46108;Q9UK85;
0.41200000000000003;0.45399999999999996;P06729;P19397;
0.166;0.10300000000000001;P06731;P13688;
0.163;0.0969;P07550;P13688;
0.40700000000000003;0.449;P06731;P16581;
0.401;0.44299999999999995;P14151;P16581;
1.0;0.667;P16070;P16581;
0.316;0.35100000000000003;P05155;P16581;
0.19699999999999998;0.16899999999999998;P06731;Q9NNX6;
1.0;0.0;P13598;Q9NNX6;
1.0;0.0;P32942;Q9NNX6;
0.19699999999999998;0.16899999999999998;Q9H2X3;Q9NNX6;
0.387;0.429;P10909;Q9NNX6;
0.192;0.159;Q08380;Q9NNX6;
0.14300000000000002;0.0456;P06733;Q86VL8;
0.14300000000000002;0.0465;P09104;Q86VL8;
0.14300000000000002;0.0464;P11142;Q86VL8;
0.14300000000000002;0.0453;P06733;Q96FL8;
0.14300000000000002;0.0457;P09104;Q96FL8;
0.14300000000000002;0.045;P11142;Q96FL8;
0.142;0.0419;P21589;Q96FL8;
0.142;0.0419;P78334;Q96FL8;
0.141;0.040999999999999995;Q03431;Q96FL8;
0.142;0.0416;Q401N2;Q96FL8;
0.141;0.0413;Q6P5W5;Q96FL8;
0.142;0.0423;Q86Y78;Q96FL8;
0.14400000000000002;0.0491;P06733;Q9NRR8;
0.27;0.29;P60953;Q9NRR8;
0.17800000000000002;0.13;P37840;Q9NRR8;
0.14400000000000002;0.0478;P06733;Q12805;
0.151;0.0663;P29474;Q12805;
1.0;0.0;P55082;Q12805;
0.152;0.0685;P06733;Q9P2K2;
0.419;0.46;P06734;P20023;
1.0;0.39399999999999996;P13164;P20023;
1.0;0.445;P15391;P20023;
0.41600000000000004;0.45799999999999996;P17927;P20023;
0.892;0.752;P01024;P20023;
0.40299999999999997;0.445;P01562;P20023;
0.38;0.42200000000000004;P46531;P48745;
0.41100000000000003;0.452;P06858;Q9Y5C1;
1.0;0.0;P06858;P29122;
0.40700000000000003;0.449;P06858;Q6Q788;
0.145;0.0499;P25445;Q6Q788;
0.314;0.349;Q07954;Q6Q788;
1.0;0.0;P06858;Q92824;
0.142;0.0416;Q03405;Q92824;
0.142;0.0415;Q15262;Q92824;
1.0;0.0;P06858;Q9NSA1;
0.391;0.434;P11362;Q9NSA1;
1.0;0.0;P16671;Q9NSA1;
0.395;0.43799999999999994;P22455;Q9NSA1;
0.7140000000000001;0.6659999999999999;Q86Z14;Q9NSA1;
1.0;0.0;P07204;Q9UNN8;
0.379;0.42100000000000004;P25054;Q9UNN8;
1.0;0.556;P25116;Q9UNN8;
0.142;0.0426;P26842;Q9UNN8;
0.146;0.0526;Q08495;Q9UNN8;
1.0;0.0;Q8N6Q3;Q9UNN8;
0.142;0.0431;Q9NZC3;Q9UNN8;
1.0;0.0;P00734;Q9UNN8;
1.0;0.616;P04070;Q9UNN8;
1.0;0.0;P07306;P07307;
0.153;0.0719;P07306;Q6UXB4;
0.152;0.0697;P07384;Q6UXB4;
0.151;0.0671;P08865;Q6UXB4;
0.152;0.069;P02647;Q6UXB4;
0.153;0.0718;P02749;Q6UXB4;
0.152;0.0701;P04278;Q6UXB4;
0.154;0.07400000000000001;P15169;Q6UXB4;
0.142;0.0428;P07307;Q9C0H2;
0.155;0.0765;P07948;Q9C0H2;
0.142;0.0432;P26842;Q9C0H2;
0.142;0.0433;P07307;Q9H9S5;
0.142;0.0422;P20036;Q9H9S5;
0.142;0.0426;Q6P5W5;Q9H9S5;
0.142;0.0423;P07307;P35625;
0.142;0.0422;P07307;Q9UHF1;
0.141;0.0411;P20036;Q9UHF1;
0.142;0.0417;P36941;Q9UHF1;
0.177;0.127;P46531;Q9UHF1;
0.142;0.0416;Q03405;Q9UHF1;
0.177;0.128;Q04721;Q9UHF1;
0.179;0.132;Q99466;Q9UHF1;
1.0;0.7609999999999999;P07333;Q6ZMJ4;
0.321;0.35700000000000004;P05155;P16109;
0.47100000000000003;0.505;P13611;P16109;
1.0;0.175;P14770;P40197;
1.0;0.0;P00734;P40197;
1.0;0.0;P00740;P40197;
1.0;0.0;P00748;P40197;
1.0;0.0;P03951;P40197;
1.0;0.0;P04275;P40197;
0.39399999999999996;0.436;P07384;P57103;
0.40299999999999997;0.446;P07384;Q9UPR5;
0.14300000000000002;0.046;P57103;Q9UPR5;
0.166;0.10300000000000001;P07384;Q9GZM7;
0.141;0.0413;P13987;Q9GZM7;
1.0;0.0;P07510;P30926;
0.42200000000000004;0.46299999999999997;P17787;P30926;
1.0;0.0;P30532;P30926;
1.0;0.0;P07510;P32297;
1.0;0.69;P17787;P32297;
1.0;0.805;P30532;P32297;
1.0;0.0;P30926;P32297;
0.16399999999999998;0.0984;P07550;P15382;
0.163;0.0966;P07550;P34810;
0.142;0.0424;P09382;P34810;
0.142;0.0416;P17931;P34810;
0.142;0.0421;P28799;P34810;
0.369;0.41200000000000003;P07550;Q13936;
0.366;0.408;P12931;Q13936;
1.0;0.0;P13591;Q13936;
0.37799999999999995;0.42100000000000004;P60880;Q13936;
0.374;0.41600000000000004;Q08209;Q13936;
0.157;0.0806;P07550;Q15043;
0.156;0.0782;P07550;Q8NE01;
0.15;0.0638;Q86WV6;Q8NE01;
0.14400000000000002;0.0469;Q86X19;Q8NE01;
0.165;0.0998;P07550;Q9HAB3;
0.16399999999999998;0.0988;P07550;Q9NZH0;
0.142;0.0416;Q92633;Q9NZH0;
0.166;0.102;P07550;Q9UNK4;
0.147;0.0574;P07900;P17658;
0.185;0.145;P07900;P22607;
0.172;0.11599999999999999;P11142;P22607;
0.305;0.337;P11362;P22607;
0.389;0.43200000000000005;P21802;P22607;
1.0;0.0;O43320;P22607;
1.0;0.0;O60258;P22607;
1.0;0.0;O76093;P22607;
0.145;0.0509;P05060;P22607;
1.0;0.765;P05230;P22607;
1.0;0.0;P08620;P22607;
1.0;0.43;P09038;P22607;
1.0;0.0;P12034;P22607;
0.38;0.423;P12643;P22607;
0.38299999999999995;0.426;P12644;P22607;
0.37;0.41200000000000003;P07900;P36888;
0.379;0.42200000000000004;P22681;P36888;
0.193;0.161;P07900;P37023;
0.527;0.5489999999999999;P17813;P37023;
0.39899999999999997;0.441;P33151;P37023;
0.47200000000000003;0.506;P01137;P37023;
0.174;0.122;P02750;P37023;
0.193;0.162;P08476;P37023;
0.18;0.134;P07900;P55017;
0.18;0.134;P11142;P55017;
0.18899999999999997;0.154;P07900;P56696;
0.18899999999999997;0.153;P11142;P56696;
0.147;0.057;P07900;Q06418;
0.37200000000000005;0.415;P12931;Q06418;
0.703;0.66;P30530;Q06418;
0.142;0.0436;Q05901;Q06418;
0.151;0.0657;P01023;Q06418;
0.151;0.0662;P02649;Q06418;
0.589;0.5920000000000001;P07900;Q08209;
0.163;0.0957;P11142;Q08209;
0.152;0.0693;P11801;Q08209;
0.215;0.203;P14867;Q08209;
0.215;0.20199999999999999;P18507;Q08209;
0.21600000000000003;0.205;P31644;Q08209;
0.215;0.204;P34903;Q08209;
0.183;0.141;P42261;Q08209;
0.184;0.142;P42262;Q08209;
0.215;0.204;P47869;Q08209;
0.21600000000000003;0.205;P47870;Q08209;
0.215;0.203;P48169;Q08209;
0.14800000000000002;0.0577;P48730;Q08209;
0.153;0.0727;P49286;Q08209;
1.0;0.8320000000000001;P63098;Q08209;
0.163;0.0961;Q05586;Q08209;
0.141;0.0391;P06744;Q08209;
0.174;0.121;P60484;Q08209;
1.0;0.618;P62937;Q08209;
0.147;0.0567;P07900;Q08345;
0.17300000000000001;0.12;P12830;Q08345;
0.174;0.122;P19022;Q08345;
0.155;0.0771;P41220;Q08345;
0.38799999999999996;0.43;P02452;Q08345;
0.6920000000000001;0.653;P02461;Q08345;
1.0;0.0;P02751;Q08345;
0.145;0.0512;P02766;Q08345;
0.39;0.43200000000000005;P08123;Q08345;
1.0;0.0;P21781;Q08345;
0.147;0.0571;P07900;Q09013;
0.14800000000000002;0.057999999999999996;P07900;Q12866;
1.0;0.0;P07225;Q12866;
1.0;0.0;P07900;Q14162;
1.0;0.0;P04114;Q14162;
1.0;0.0;P27797;Q14162;
0.16;0.0878;P07900;Q16671;
0.162;0.0925;P60484;Q16671;
0.147;0.0572;P07900;Q8N4C8;
0.14400000000000002;0.047;P11142;Q8N4C8;
0.154;0.073;Q8IZP0;Q8N4C8;
0.147;0.0559;P07900;Q9UM73;
0.389;0.431;P0C2W1;Q9UM73;
0.16699999999999998;0.106;P12931;Q9UM73;
0.159;0.0868;P21709;Q9UM73;
0.392;0.434;P23471;Q9UM73;
0.159;0.0855;P29323;Q9UM73;
0.405;0.447;P29376;Q9UM73;
0.16;0.0887;Q12913;Q9UM73;
0.16;0.0895;Q16820;Q9UM73;
0.168;0.107;Q9ULV4;Q9UM73;
0.376;0.419;P21246;Q9UM73;
0.41700000000000004;0.45899999999999996;Q6UX46;Q9UM73;
0.41700000000000004;0.45899999999999996;Q6UXT8;Q9UM73;
0.23399999999999999;0.235;P07900;P0CJ68;
0.2;0.175;P07900;P12544;
0.141;0.0394;P07900;P98095;
0.153;0.0713;P19438;P98095;
1.0;0.0;P55082;P98095;
1.0;0.0;P07900;Q2MV58;
1.0;0.0;P48730;Q2MV58;
0.14300000000000002;0.0454;P49755;Q2MV58;
0.14300000000000002;0.0463;P51572;Q2MV58;
0.14300000000000002;0.0465;Q07065;Q2MV58;
0.14300000000000002;0.0465;Q15084;Q2MV58;
0.14300000000000002;0.0459;P07900;Q6GTS8;
0.156;0.0794;P11142;Q6GTS8;
0.141;0.0392;P07900;Q6UWP2;
0.168;0.10800000000000001;P11142;Q6UWP2;
0.141;0.0402;P21796;Q6UWP2;
0.142;0.0429;P07947;Q7RTX9;
0.142;0.0425;P07947;Q9HC97;
0.142;0.0425;P17931;Q9HC97;
1.0;0.0;P07948;P10912;
1.0;0.8340000000000001;P01241;P10912;
1.0;0.0;P01242;P10912;
0.18600000000000003;0.14800000000000002;P07948;P19235;
1.0;0.429;P10721;P19235;
0.207;0.18899999999999997;P12931;P19235;
1.0;0.8759999999999999;P01588;P19235;
0.385;0.428;P07948;P24071;
0.156;0.08;P07948;Q86VW1;
0.38;0.423;P07948;Q99062;
0.39;0.43200000000000005;P08631;Q99062;
0.381;0.423;P43405;Q99062;
0.37799999999999995;0.42;P49841;Q99062;
1.0;0.792;P09919;Q99062;
0.155;0.0761;P07948;Q9H251;
0.151;0.0671;Q8IZP0;Q9H251;
0.156;0.0789;P07948;Q8WXD2;
1.0;0.0;P08138;P23515;
1.0;0.8540000000000001;P08138;Q9BZR6;
0.993;0.794;P20916;Q9BZR6;
0.43200000000000005;0.47200000000000003;P23515;Q9BZR6;
0.414;0.456;Q8IZA0;Q9BZR6;
0.29;0.318;Q96FE5;Q9BZR6;
1.0;0.0;P08174;P48960;
0.151;0.0667;P12931;P48960;
0.142;0.0436;P08174;P36222;
0.165;0.10099999999999999;P08473;Q04609;
1.0;0.716;P08571;P18428;
0.49;0.521;P08571;Q12841;
0.2;0.17600000000000002;P35052;Q12841;
0.147;0.0568;P46108;Q12841;
0.155;0.0763;P48039;Q12841;
0.155;0.0764;P49286;Q12841;
0.226;0.223;P08581;Q8N307;
1.0;0.0;P15907;Q8N307;
1.0;0.0;Q10471;Q8N307;
1.0;0.0;Q10472;Q8N307;
1.0;0.0;Q11201;Q8N307;
1.0;0.0;Q11203;Q8N307;
1.0;0.0;Q11206;Q8N307;
1.0;0.0;Q16842;Q8N307;
0.389;0.431;P08581;Q9ULL4;
0.401;0.44299999999999995;Q04912;Q9ULL4;
1.0;0.0;Q13591;Q9ULL4;
0.183;0.14;Q9H3S1;Q9ULL4;
0.159;0.086;Q92563;Q9ULL4;
0.214;0.201;P08631;P59901;
0.401;0.444;P17693;P59901;
0.401;0.44299999999999995;P30511;P59901;
0.214;0.201;P08631;Q6PI73;
0.401;0.444;P17693;Q6PI73;
0.401;0.44299999999999995;P30511;Q6PI73;
0.153;0.0709;Q9BXB1;Q9Y2I1;
0.145;0.0498;P08865;P22732;
0.145;0.0508;P13501;P22732;
0.26;0.276;P08962;Q9P2B2;
0.152;0.0701;P14672;Q9P2B2;
0.258;0.273;P27701;Q9P2B2;
0.259;0.275;P48509;Q9P2B2;
