id,name,receptor,receptor_highlight,receptor_desc,adhesion,other,other_desc,transporter,secreted_highlight,secreted_desc
1,Q13685,False,False,,False,False,,False,False,
2,Q8IZY2,False,False,,False,False,,True,False,
3,O94911,False,False,,False,False,,True,False,
4,P08183,False,False,,False,False,,True,False,
5,P21439,False,False,,False,False,,True,False,
6,Q2M3G0,False,False,,False,False,,True,False,
7,Q9NP58,False,False,,False,False,,True,False,
8,P33527,False,False,,False,False,,True,False,
9,Q5T3U5,False,False,,False,False,,False,False,
10,Q92887,False,False,,False,False,,False,False,
11,O95255,False,False,,False,False,,True,False,
12,Q09428,True,False,,False,False,,True,False,
13,Q9UNQ0,False,False,,False,False,,True,False,
14,P08910,False,False,,False,False,,False,False,
15,Q8IZP0,False,False,,False,False,,False,False,
16,P12821,False,False,,False,False,,False,False,
17,Q9BYF1,True,False,,False,False,,False,False,
18,O00590,True,True,Atipical_chemokine_receptor_add,False,False,,False,False,
19,P25106,True,True,Atipical_chemokine_receptor_add,True,False,,False,False,
20,Q9NPB9,True,True,Atipical_chemokine_receptor_add,False,False,,False,False,
21,P15309,False,False,,False,False,,False,False,
22,P12814,False,False,,False,False,,False,False,
25,P37023,True,True,TGFBeta_receptor_add,False,False,,False,False,
26,O14672,False,False,,False,False,,False,False,
28,O75077,False,False,,True,False,,False,False,
29,Q9UKQ2,False,False,,True,False,,False,False,
30,Q13443,False,False,,True,False,,False,False,
31,Q9NPF8,False,False,,False,False,,False,False,
32,Q08828,False,False,,False,False,,False,False,
33,Q08462,False,False,,False,False,,False,False,
34,O60266,False,False,,False,False,,False,False,
35,Q8NFM4,False,False,,False,False,,False,False,
36,O95622,False,False,,False,False,,False,False,
37,O43306,False,False,,False,False,,False,False,
38,O60503,False,False,,False,False,,False,False,
39,P41586,True,False,,False,False,,False,False,
40,O60241,True,False,,False,False,,False,False,
41,O60242,True,False,,False,False,,False,False,
42,Q6QNK2,True,False,,False,False,,False,False,
43,Q14246,True,False,,False,False,,False,False,
44,Q9UHX3,True,False,,True,True,Migration,False,False,
45,Q9BY15,True,False,,True,False,,False,False,
46,Q5T601,True,False,,True,False,,False,False,
47,Q8IZF2,True,False,,False,False,,False,False,
48,Q8IZP9,True,False,,False,False,,False,False,
49,Q86Y34,True,False,,False,False,,False,False,
50,Q8IZF4,True,False,,False,False,,False,False,
51,O94910,True,False,,False,False,,False,False,
52,Q9HBW9,True,False,,False,False,,False,False,
55,P30542,True,False,,False,False,,False,False,
56,P29274,True,False,,False,False,,False,False,
57,P29275,True,False,,False,False,,False,False,
58,P0DMS8,True,False,,False,False,,False,False,
61,P25100,True,False,,False,False,,False,False,
63,P18825,True,False,,False,False,,False,False,
64,P08588,True,False,,False,False,,False,False,
65,P07550,True,False,,False,False,,False,False,
66,P13945,True,False,,False,False,,False,False,
67,Q96IZ2,False,False,,False,False,,False,False,
69,P30556,True,False,,False,False,,False,False,
70,P50052,True,False,,False,False,,False,False,
71,O43865,False,False,,False,False,,False,False,
72,Q9UKB5,False,False,,True,False,,False,False,
73,Q96IF1,False,False,,True,False,,False,False,
74,O43687,False,False,,False,False,,False,False,
75,Q13740,False,False,,True,False,,False,False,
76,P43353,False,False,,False,False,,False,False,
77,Q5I7T1,False,False,,False,False,,False,False,
78,Q9UM73,True,False,,False,False,,False,False,
79,P09923,False,False,,False,False,,False,False,
80,P05186,False,False,,False,False,,False,False,
81,P05187,False,False,,False,False,,False,False,
82,P10696,False,False,,False,False,,False,False,
83,Q86YT9,False,False,,True,False,,False,False,
84,Q86WK6,False,False,,True,False,,False,False,
85,Q86SJ2,False,False,,True,False,,False,False,
86,Q5XXA6,False,False,,False,False,,False,False,
87,Q9NW15,False,False,,False,False,,False,False,
88,Q9NQ90,False,False,,False,False,,False,False,
89,Q9BYT9,False,False,,False,False,,False,False,
90,Q32M45,False,False,,False,False,,False,False,
91,Q75V66,False,False,,False,False,,False,False,
92,Q4KMQ2,False,False,,False,False,,False,False,
93,Q6IWH7,False,False,,False,False,,False,False,
94,Q9HCE9,False,False,,False,False,,False,False,
95,A1A5B4,False,False,,False,False,,False,False,
96,P15144,True,False,,False,False,,False,False,
97,Q9H6X2,True,False,,False,False,,False,False,
98,P58335,True,False,,False,False,,False,False,
99,P27216,False,False,,False,False,,False,False,
100,Q16853,False,False,,True,False,,False,False,
101,O00213,False,False,,False,False,,False,False,
102,P25054,False,False,,False,True,Migration,False,False,
103,Q8J025,False,False,,False,False,,False,False,
104,P35414,True,False,,False,False,,False,False,
105,P51693,False,False,,True,False,,False,False,
106,Q06481,False,False,,False,False,,False,False,
107,Q0VD83,True,False,,False,False,,False,False,
108,Q96LR9,False,False,,False,False,,False,False,
109,P29972,False,False,,False,False,,False,False,
110,P41181,False,False,,False,False,,False,False,
111,Q92482,False,False,,False,False,,False,False,
112,P55064,False,False,,False,False,,False,False,
113,Q7LC44,False,False,,False,True,Migration,False,False,
114,P84077,False,False,,False,False,,False,False,
115,P62330,False,False,,False,False,,False,False,
116,Q3SXY8,False,False,,False,False,,False,False,
117,P40617,False,False,,False,False,,False,False,
118,P56559,False,False,,False,False,,False,False,
119,P49703,False,False,,False,False,,False,False,
120,O75915,False,False,,False,False,,False,False,
121,P49407,False,False,,False,False,,False,False,
122,P32121,False,False,,False,False,,False,False,
123,Q13508,False,False,,False,False,,False,False,
124,Q93070,False,False,,False,False,,False,False,
125,Q9NR71,False,False,,False,False,,False,False,
126,P78348,False,False,,False,False,,True,False,
127,Q16515,False,False,,False,False,,False,False,
128,Q9UHC3,False,False,,False,False,,False,False,
129,Q9NY37,False,False,,False,False,,True,False,
130,Q6HA08,False,False,,False,False,,False,False,
131,O14525,False,False,,True,False,,False,False,
132,Q8NBU5,False,False,,False,False,,True,False,
134,Q9P241,False,False,,False,False,,True,False,
137,P05023,False,False,,False,False,,True,False,
138,P50993,False,False,,False,False,,True,False,
139,P13637,False,False,,False,False,,True,False,
140,Q13733,False,False,,False,False,,True,False,
141,P54709,False,False,,False,False,,False,False,
142,P20020,False,False,,False,False,,True,False,
143,Q01814,False,False,,False,False,,True,False,
144,Q16720,False,False,,False,False,,True,False,
145,P23634,False,False,,False,False,,True,False,
146,P20648,False,False,,False,False,,True,False,
147,Q9Y487,False,False,,False,False,,False,False,
148,Q9HBG4,False,False,,False,False,,False,False,
149,Q04656,False,False,,False,False,,True,False,
155,Q6UW56,False,False,,False,False,,False,False,
156,O75882,True,False,,False,False,,False,False,
157,P37288,True,False,,False,False,,False,False,
158,P47901,True,False,,False,False,,False,False,
159,P30518,True,False,,False,False,,False,False,
160,O15169,False,False,,False,False,,False,False,
161,P30530,True,False,,False,False,,False,False,
162,P15291,False,False,,False,False,,False,False,
163,O14514,True,False,,True,False,,False,False,
164,P80723,False,False,,False,False,,False,False,
165,Q8NFJ9,False,False,,False,False,,False,False,
166,Q9BXC9,False,False,,False,False,,False,False,
167,Q96RK4,False,False,,False,False,,False,False,
168,Q8N3I7,False,False,,False,False,,False,False,
169,Q8IWZ6,False,False,,False,False,,False,False,
170,Q3SYG4,False,False,,False,False,,False,False,
171,P11274,False,False,,False,False,,False,False,
172,P46663,True,False,,False,True,Migration,False,False,
174,O76090,False,False,,False,False,,False,False,
175,Q8NFU1,False,False,,False,False,,False,False,
176,Q8N1M1,False,False,,False,False,,False,False,
177,Q8NFU0,False,False,,False,False,,False,False,
178,P51451,False,False,,False,False,,False,False,
179,Q8WV28,False,False,,False,False,,False,False,
182,Q9BWV1,False,False,,True,False,,False,False,
183,P15056,False,False,,False,False,,False,False,
184,P32247,True,False,,False,False,,False,False,
186,Q8WZ55,False,False,,False,False,,False,False,
187,Q10588,False,False,,False,False,,False,False,
188,Q10589,False,False,,False,False,,False,False,
189,P35070,False,False,,False,False,,False,True,Growthfactor
192,O00478,False,False,,False,True,Possible_receptor,False,False,
193,Q8NE79,False,False,,False,False,,False,False,
194,Q9H7M9,True,False,,False,False,,False,False,
195,Q96F05,False,False,,False,False,,False,False,
196,Q8IVY1,False,False,,False,False,,False,False,
197,Q86YS7,False,False,,False,False,,False,False,
198,Q9BSF0,False,False,,False,False,,False,False,
199,Q16581,True,False,,False,False,,False,False,
200,P21730,True,False,,False,False,,False,False,
201,Q9P296,True,False,,False,False,,False,False,
202,P07357,False,False,,False,False,,False,False,
203,P02748,False,False,,False,False,,False,False,
204,P00918,False,False,,False,False,,False,False,
205,P22748,False,False,,False,False,,False,False,
206,Q16790,False,False,,False,False,,False,False,
207,Q9NZU7,False,False,,False,False,,False,False,
208,Q9NPB3,False,False,,False,False,,False,False,
209,Q86V35,False,False,,False,False,,False,False,
210,Q13936,False,False,,False,False,,False,False,
211,O43497,False,False,,False,False,,False,False,
212,Q9UBN1,False,False,,False,False,,False,False,
213,Q9UF02,False,False,,False,False,,False,False,
214,Q8WXS5,False,False,,False,False,,False,False,
215,Q9BY67,False,False,,True,False,,False,False,
216,Q8N3J6,False,False,,True,False,,False,False,
217,Q8N126,False,False,,True,False,,False,False,
218,P30988,True,False,,False,False,,False,False,
220,Q8IU99,False,False,,False,False,,False,False,
221,Q9BXU9,False,False,,False,False,,False,False,
222,Q9NYX4,False,False,,False,False,,False,False,
223,Q9UQM7,False,False,,False,False,,False,False,
224,Q7Z7J9,False,False,,False,False,,False,False,
225,Q8WVQ1,False,False,,False,False,,False,False,
226,P07384,False,False,,False,False,,False,False,
227,P17655,False,False,,False,False,,False,False,
228,P04632,False,False,,False,False,,False,False,
229,Q96L46,False,False,,False,False,,False,False,
230,Q8ND23,False,False,,False,False,,False,False,
231,P41180,True,False,,False,False,,False,False,
232,Q7Z7H3,False,False,,False,False,,False,False,
233,Q8NEC5,False,False,,False,False,,False,False,
234,Q96P56,False,False,,False,False,,False,False,
235,Q86XQ3,False,False,,False,False,,False,False,
236,Q7RTX7,False,False,,False,False,,False,False,
237,Q86XM0,False,False,,False,False,,False,False,
238,P22681,False,False,,False,False,,False,False,
239,P23435,False,False,,False,False,,False,False,
240,Q6ZU64,False,False,,False,False,,False,False,
241,A2IDD5,False,False,,False,False,,False,False,
242,P32238,True,False,,False,False,,False,False,
243,P32239,True,False,,False,False,,False,False,
244,Q8ND76,False,False,,False,False,,False,False,
245,P32246,True,True,Chemokine_receptor CCR_add,False,False,,False,False,
246,P46092,True,True,Chemokine_receptor CCR_add,False,False,,False,False,
247,P41597,True,True,Chemokine_receptor CCR_add,False,False,,False,False,
248,P51677,True,True,Chemokine_receptor CCR_add,False,False,,False,False,
249,P51679,True,True,Chemokine_receptor CCR_add,False,False,,False,False,
251,P51684,True,True,Chemokine_receptor CCR_add,False,False,,False,False,
252,P32248,True,True,Chemokine_receptor CCR_add,False,False,,False,False,
253,P51685,True,True,Chemokine_receptor CCR_add,False,False,,False,False,
254,P51686,True,True,Chemokine_receptor CCR_add,False,False,,False,False,
255,O00421,True,True,Atipical_chemokine_receptor_add,False,False,,False,False,
256,Q6YHK3,False,False,,False,True,TGFsignal,False,False,
257,O95971,True,False,,False,False,,False,False,
258,Q04900,False,False,,True,False,,False,False,
264,P41217,False,False,,False,True,immune_related,False,False,
265,Q8TD46,True,False,,False,False,,False,False,
266,Q9NNX6,True,False,,True,False,,False,False,
267,Q15762,True,False,,True,False,,False,False,
268,Q9BZW8,True,False,,False,False,,False,False,
269,Q9NZQ7,True,False,,False,False,,False,False,
270,Q9UGN4,True,False,,True,False,,False,False,
275,Q8TDQ1,True,False,,False,False,,False,False,
276,Q6UXG3,True,False,,False,False,,False,False,
277,P20138,False,False,,True,False,,False,False,
278,P16671,True,False,,True,False,,False,False,
281,P25942,True,True,TNF_receptor_add,False,False,,False,False,
282,P29965,False,False,,False,True,Ligand,False,True,Cytokine
283,P16070,True,True,Cytokine_receptor,True,False,,False,False,
284,P09326,False,False,,False,False,,False,False,
285,P06127,False,False,,False,True,Possible_receptor,False,False,
286,P31358,False,False,,False,False,,False,False,
287,P19397,False,False,,False,True,Possible_receptor,False,False,
288,P08174,True,False,,False,False,,False,False,
289,P19256,False,False,,False,True,Ligand,False,False,
290,P13987,False,False,,False,True,Cmplement_regulation,False,False,
291,P30203,False,False,,True,False,,False,False,
292,P08962,False,False,,False,True,Migration,False,False,
293,P34810,False,False,,False,True,Possible_receptor,False,False,
294,Q9UIB8,True,False,,True,False,,False,False,
295,P42081,True,False,,False,False,,False,False,
297,P48960,True,False,,True,False,,False,False,
298,Q8TCZ2,False,False,,True,False,,False,False,
299,P60953,False,False,,False,False,,False,False,
300,Q9NRR8,False,False,,False,False,,False,False,
301,Q9NRR3,False,False,,False,False,,False,False,
302,Q9H5V8,False,False,,True,False,,False,False,
303,P12830,False,False,,True,False,,False,False,
304,Q9Y6N8,False,False,,True,False,,False,False,
305,P55287,False,False,,True,False,,False,False,
306,P55289,False,False,,True,False,,False,False,
307,P55290,False,False,,True,False,,False,False,
308,P55291,False,False,,True,False,,False,False,
309,O75309,False,False,,True,False,,False,False,
310,Q12864,False,False,,True,False,,False,False,
311,Q13634,False,False,,True,False,,False,False,
312,Q9H159,False,False,,True,False,,False,False,
313,P19022,False,False,,True,True,Migration,False,False,
314,Q9HBT6,False,False,,True,False,,False,False,
315,Q9UJ99,False,False,,True,False,,False,False,
316,Q9H251,False,False,,True,False,,False,False,
317,Q86UP0,False,False,,True,False,,False,False,
318,Q8IXH8,False,False,,True,False,,False,False,
319,P22223,False,False,,True,False,,False,False,
320,P55283,False,False,,True,False,,False,False,
321,P33151,False,False,,True,False,,False,False,
322,P55285,False,False,,True,False,,False,False,
323,Q9ULB5,False,False,,True,False,,False,False,
324,P55286,False,False,,True,False,,False,False,
325,Q9ULB4,False,False,,True,False,,False,False,
326,Q96JP9,True,False,,True,False,,False,False,
327,Q9BYE9,False,False,,True,False,,False,False,
328,Q6ZTQ4,True,False,,True,False,,False,False,
329,O14735,False,False,,False,False,,False,False,
330,Q4KMG0,False,False,,False,False,,False,False,
331,P13688,False,False,,False,True,Migration,False,False,
332,Q9NYQ6,True,False,,False,False,,False,False,
333,Q9HCU4,True,False,,False,False,,False,False,
334,Q9NYQ7,True,False,,False,False,,False,False,
335,Q8WUJ3,False,False,,False,False,,False,False,
336,Q5VTH2,False,False,,False,False,,False,False,
337,P0CG37,False,False,,False,False,,False,False,
338,P13569,False,False,,False,False,,True,False,
339,Q5VXU3,False,False,,False,False,,False,False,
340,Q9UKJ5,False,False,,False,False,,False,False,
342,Q99653,False,False,,False,False,,False,False,
343,O43745,False,False,,False,False,,False,False,
344,P11229,True,False,,False,False,,False,False,
345,P08172,True,False,,False,False,,False,False,
346,P20309,True,False,,False,False,,False,False,
347,P08173,True,False,,False,False,,False,False,
348,P08912,True,False,,False,False,,False,False,
349,P02708,True,False,,False,False,,False,False,
350,Q9GZZ6,True,False,,False,False,,False,False,
351,Q15822,True,False,,False,False,,False,False,
352,P32297,True,False,,False,False,,True,False,
353,P43681,True,False,,False,False,,False,False,
354,P30532,True,False,,False,False,,True,False,
355,Q15825,True,False,,False,False,,False,False,
356,P36544,True,False,,False,False,,False,False,
357,Q9UGM1,True,False,,False,False,,False,False,
358,P11230,True,False,,False,False,,False,False,
359,P17787,True,False,,False,False,,False,False,
360,Q05901,True,False,,False,False,,False,False,
361,P30926,True,False,,False,False,,False,False,
362,Q07001,True,False,,False,False,,False,False,
363,Q04844,True,False,,False,False,,False,False,
364,P07510,True,False,,False,False,,False,False,
365,Q99828,False,False,,True,False,,False,False,
366,O75838,False,False,,False,False,,False,False,
367,Q07065,False,False,,False,False,,False,False,
368,O75122,False,False,,False,False,,False,False,
369,Q14CN2,False,False,,True,False,,False,False,
370,P35523,False,False,,False,False,,True,False,
371,P51788,False,False,,False,False,,True,False,
372,P51795,False,False,,False,False,,True,False,
373,P51801,False,False,,False,False,,True,False,
374,Q5QGZ9,True,False,,False,False,,False,False,
375,Q2HXU8,True,False,,False,False,,False,False,
376,Q6UVW9,True,False,,False,False,,False,False,
377,Q9UHP7,True,False,,False,False,,False,False,
378,Q6UXB4,True,False,,False,False,,False,False,
379,Q9H2X3,True,False,,False,False,,False,False,
380,Q9NY25,True,False,,False,False,,False,False,
381,Q9BXN2,True,False,,False,False,,False,False,
382,Q8IZS7,False,False,,False,False,,False,False,
383,O00299,False,False,,False,False,,True,False,
384,Q9Y696,False,False,,False,False,,True,False,
385,Q96NY7,False,False,,False,False,,True,False,
386,Q96DZ5,False,False,,False,False,,False,False,
387,P58418,False,False,,False,False,,False,False,
388,O94985,False,False,,True,False,,False,False,
389,Q9H4D0,False,False,,True,False,,False,False,
390,Q9BQT9,False,False,,True,False,,False,False,
391,Q99788,True,True,Chemokine_receptor_add,False,False,,False,False,
392,Q6PI25,False,False,,False,False,,False,False,
393,Q8TBE1,False,False,,False,False,,False,False,
394,Q9NRU3,False,False,,False,False,,False,False,
395,Q9H8M5,False,False,,False,False,,False,False,
396,Q8NE01,False,False,,False,False,,False,False,
397,Q6P4Q7,False,False,,False,False,,False,False,
399,P34972,True,False,,False,False,,False,False,
400,Q6PJW8,False,False,,False,False,,False,False,
404,Q9P232,False,False,,True,False,,False,False,
405,Q8IWV2,False,False,,True,False,,False,False,
406,O94779,False,False,,True,False,,False,False,
408,Q9BZ76,False,False,,True,False,,False,False,
409,Q9C0A0,False,False,,True,False,,False,False,
410,Q5TAT6,False,False,,True,False,,False,False,
411,Q86Y22,False,False,,False,False,,False,False,
412,P21964,False,False,,False,False,,False,False,
413,Q96D53,False,False,,False,False,,False,False,
414,Q9Y5Q5,False,False,,False,False,,False,False,
415,Q9ULV4,False,False,,False,False,,False,False,
416,O75976,False,False,,False,False,,False,False,
417,P14384,False,False,,False,False,,False,False,
418,Q99829,False,False,,False,False,,False,False,
419,Q96FN4,False,False,,False,False,,False,False,
420,O75131,False,False,,False,False,,False,False,
421,O95741,False,False,,False,False,,False,False,
422,Q9UBL6,False,False,,False,False,,False,False,
423,Q8IVL8,False,False,,False,False,,False,False,
424,P82279,False,False,,False,False,,False,False,
425,Q5IJ48,False,False,,False,False,,False,False,
426,Q9BUF7,False,False,,False,False,,False,False,
428,Q13324,True,False,,False,False,,False,False,
429,Q9NZV1,False,False,,False,False,,False,False,
430,P46108,False,False,,False,False,,False,False,
432,P09603,False,False,,False,False,,False,True,Growthfactor | Cytokine
433,P07333,True,False,,False,False,,False,False,
435,Q99062,True,True,Cytokine_receptor,True,False,,False,False,
436,P41240,False,False,,False,True,Migration,False,False,
437,Q7Z408,False,False,,False,False,,False,False,
438,Q7Z407,False,False,,False,False,,False,False,
439,P48730,False,False,,False,False,,False,False,
440,Q6UVK1,False,False,,False,True,Migration,False,False,
441,O95196,False,False,,False,False,,False,False,
442,Q5H943,False,False,,False,False,,False,False,
443,P16410,False,False,,False,True,Ligand,False,False,
444,P35222,False,False,,True,False,,False,False,
445,O60716,False,False,,True,False,,False,False,
446,O60931,False,False,,False,False,,False,False,
447,O60494,True,False,,False,False,,False,False,
448,P78423,True,True,Chemokine_receptor_add,True,False,,False,True,Cytokine
449,P49238,True,True,Chemokine_receptor_CX3CR1_add,False,False,,False,False,
450,P78310,True,False,,True,False,,False,False,
451,P25024,True,True,Chemokine_receptor CXCR_add,False,False,,False,False,
452,P25025,True,True,Chemokine_receptor CXCR_add,False,False,,False,False,
453,P49682,True,True,Chemokine_receptor CXCR_add,False,False,,False,False,
454,P61073,True,True,Chemokine_receptor CXCR_add,False,False,,False,False,
455,P32302,True,True,Chemokine_receptor CXCR_add,False,False,,False,False,
456,O00574,True,True,Chemokine_receptor CXCR_add,False,False,,False,False,
459,Q8TAV3,False,False,,False,False,,False,False,
460,Q717R9,False,False,,False,False,,False,False,
461,Q9Y271,True,False,,False,False,,False,False,
462,Q9NS75,True,False,,False,False,,False,False,
463,Q14118,True,False,,False,False,,False,False,
464,Q9Y4D2,False,False,,False,False,,False,False,
465,Q8NCG7,False,False,,False,False,,False,False,
467,Q9H295,False,False,,False,False,,False,False,
468,Q8IWE4,False,False,,False,False,,False,False,
469,Q08345,True,False,,False,False,,False,False,
470,Q16832,True,False,,False,False,,False,False,
471,O95786,False,False,,False,False,,False,False,
472,Q9H4E7,False,False,,False,False,,False,False,
473,P17661,False,False,,False,False,,False,False,
474,O60443,False,False,,False,False,,False,False,
475,Q86XP1,False,False,,False,False,,False,False,
476,P52824,False,False,,False,False,,False,False,
477,Q13574,False,False,,False,True,Migration,False,False,
478,O43323,False,False,,False,False,,False,False,
479,O60610,False,False,,False,False,,False,False,
480,P55073,False,False,,False,False,,False,False,
481,Q9NRI5,False,False,,False,False,,False,False,
482,Q15700,False,False,,False,False,,False,False,
484,O00548,False,False,,False,False,,False,False,
485,Q9NR61,False,False,,False,False,,False,False,
486,Q09013,False,False,,False,False,,False,False,
487,Q08495,False,False,,False,False,,False,False,
488,Q8NFT8,True,False,,False,False,,False,False,
489,Q8N1I0,False,False,,False,False,,False,False,
490,Q9H7D0,False,False,,False,False,,False,False,
491,Q8N350,False,False,,False,False,,False,False,
492,P16444,False,False,,False,False,,False,False,
493,Q8N608,False,False,,False,False,,False,False,
494,P27487,True,False,,True,False,,False,False,
495,P42658,False,False,,False,False,,False,False,
496,Q6UX65,False,False,,False,False,,False,False,
499,P35462,True,False,,False,False,,False,False,
501,P21918,True,False,,False,False,,False,False,
502,Q08554,False,False,,True,False,,False,False,
503,Q02487,False,False,,True,False,,False,False,
504,Q14574,False,False,,True,False,,False,False,
506,Q8TD84,False,False,,True,False,,False,False,
507,Q02413,False,False,,True,False,,False,False,
508,Q14126,False,False,,True,False,,False,False,
509,Q86SJ6,False,False,,True,False,,False,False,
510,P15924,False,False,,False,False,,False,False,
511,Q03001,False,False,,True,False,,False,False,
512,Q6XUX3,False,False,,False,False,,False,False,
513,Q9Y4J8,False,False,,False,False,,False,False,
515,Q9NRD8,False,False,,False,False,,False,False,
516,Q9H1R2,False,False,,False,False,,False,False,
517,Q8N1N2,False,False,,False,False,,False,False,
518,O75923,False,False,,False,False,,False,False,
519,A2CJ06,False,False,,False,False,,False,False,
520,P42892,False,False,,False,False,,False,False,
521,Q19T08,False,False,,False,False,,False,False,
522,Q92838,False,False,,False,False,,False,False,
523,P25101,True,False,,False,False,,False,False,
524,P24530,True,False,,False,False,,False,False,
525,P20827,False,False,,False,True,Migration,False,False,
526,O43921,False,False,,False,False,,False,False,
527,P52797,False,False,,False,False,,False,False,
528,P52798,False,False,,False,False,,False,False,
529,P52803,False,False,,False,False,,False,False,
530,Q14156,False,False,,False,False,,False,False,
531,Q9Y2G0,False,False,,False,False,,False,False,
533,Q92556,False,False,,False,True,Migration,False,False,
534,Q6PCB8,False,False,,False,True,Mediate_interactions,False,False,
535,Q9ULC0,False,False,,False,False,,False,False,
536,P54851,False,False,,False,False,,False,False,
537,P06733,False,False,,False,False,,False,False,
538,P09104,False,False,,False,False,,False,False,
539,Q8TC92,False,False,,False,False,,False,False,
540,Q16206,False,False,,False,False,,False,False,
541,P22413,False,False,,False,False,,False,False,
542,Q9Y6X5,False,False,,False,False,,False,False,
543,Q6UWR7,False,False,,False,False,,False,False,
544,Q9Y5L3,False,False,,False,False,,False,False,
545,Q5MY95,False,False,,False,False,,False,False,
546,O43491,False,False,,False,False,,False,False,
547,P16452,False,False,,False,False,,False,False,
548,P21709,True,False,,True,False,,False,False,
549,P29317,True,False,,True,True,Migration,False,False,
550,P29320,True,False,,True,True,Migration,False,False,
551,P54764,True,False,,True,False,,False,False,
552,P29322,True,False,,True,False,,False,False,
553,P54762,True,False,,True,False,,False,False,
554,O95278,False,False,,False,False,,False,False,
555,P19235,True,True,Cytokine_receptor_add,False,False,,False,False,
556,Q12929,False,False,,False,False,,False,False,
560,Q96RT1,False,False,,False,False,,False,False,
561,O14944,False,False,,False,False,,False,True,Growthfactor
562,Q96PL5,False,False,,False,True,Possible_receptor,False,False,
563,P60508,False,False,,False,False,,False,False,
564,Q96AP7,False,False,,True,False,,False,False,
565,P03372,True,False,,False,False,,False,False,
566,P57679,False,False,,False,False,,False,False,
567,Q86UK5,False,False,,False,False,,False,False,
568,Q01844,False,False,,False,False,,False,False,
569,Q9Y624,True,False,,False,False,,False,False,
570,P25116,True,False,,False,False,,False,False,
571,P55085,True,False,,False,False,,False,False,
572,O00254,True,False,,False,False,,False,False,
573,Q96RI0,True,False,,False,False,,False,False,
574,Q9BWQ8,False,False,,False,False,,False,False,
575,Q9BYI3,False,False,,False,False,,False,False,
576,Q8IXS8,False,False,,False,False,,False,False,
577,Q641Q2,False,False,,False,False,,False,False,
578,Q9Y4E1,False,False,,False,False,,False,False,
579,Q8TBR7,False,False,,False,False,,False,False,
580,Q9Y4F9,False,False,,False,False,,False,False,
581,Q12884,False,False,,True,False,,False,False,
582,P25445,True,True,TNF_receptor_add,False,False,,False,False,
583,P48023,False,False,,False,True,Ligand,False,True,Cytokine
584,Q14517,False,False,,True,True,Migration,False,False,
585,Q9NYQ8,False,False,,True,False,,False,False,
586,P0C2W1,False,False,,False,False,,False,False,
587,Q8WWV6,True,False,,False,False,,False,False,
588,P24071,True,False,,False,False,,False,False,
591,P06734,True,False,,False,False,,False,False,
593,Q92637,True,False,,False,False,,False,False,
594,P12318,True,False,,False,False,,False,False,
595,P31994,True,False,,False,False,,False,False,
597,O75015,True,False,,False,False,,False,False,
599,Q96LA6,True,False,,False,False,,False,False,
600,Q96LA5,True,False,,False,False,,False,False,
601,Q96P31,True,False,,False,False,,False,False,
602,Q96PJ5,True,False,,False,False,,False,False,
603,Q96RD9,True,False,,False,False,,False,False,
604,A0AVI2,False,False,,False,False,,False,False,
605,Q99689,False,False,,False,False,,False,False,
606,O14842,True,False,,False,False,,False,False,
607,O15552,True,False,,False,False,,False,False,
608,O14843,True,False,,False,False,,False,False,
609,Q5NUL3,True,False,,False,False,,False,False,
610,Q7Z6J4,False,False,,False,False,,False,False,
611,Q6ZNL6,False,False,,False,False,,False,False,
612,P11362,True,False,,False,True,Migration,False,False,
613,P21802,True,False,,False,False,,False,True,Growthfactor
614,P22607,True,False,,False,False,,False,True,Growthfactor
615,P22455,True,False,,False,True,Migration,False,True,Growthfactor
616,Q9H9S5,False,False,,False,False,,False,False,
617,Q9NZU1,False,False,,True,False,,False,False,
618,O43155,False,False,,True,False,,False,False,
619,Q9NZU0,False,False,,True,False,,False,False,
621,P49771,False,False,,False,False,,False,True,Cytokine
622,P35916,True,False,,False,False,,False,False,
623,Q9Y5Y0,True,False,,False,False,,True,False,
624,Q9UPI3,False,False,,False,False,,True,False,
625,Q06787,False,False,,False,False,,False,False,
626,Q8NAU1,False,False,,False,False,,False,True,Hormone
627,Q04609,False,False,,False,False,,False,False,
628,P15328,True,False,,False,False,,False,False,
629,P14207,True,False,,False,False,,False,False,
630,P21462,True,False,,False,False,,False,False,
631,P25090,True,False,,False,False,,False,False,
632,P25089,True,False,,False,False,,False,False,
633,Q86XX4,False,False,,False,False,,False,False,
634,Q5SZK8,False,False,,True,False,,False,False,
635,Q68DX3,False,False,,False,False,,False,False,
636,Q9P0K9,False,False,,False,False,,False,False,
637,P23945,True,False,,False,False,,False,False,
638,P09958,False,False,,False,False,,False,False,
639,P06241,False,False,,False,True,Migration,False,False,
640,Q9UP38,True,False,,False,False,,False,False,
641,Q9ULW2,True,False,,False,False,,False,False,
642,Q14332,True,False,,False,False,,False,False,
643,Q9NPG1,True,False,,False,False,,False,False,
645,Q13467,True,False,,False,False,,False,False,
647,O75084,True,False,,False,False,,False,False,
648,Q9H461,True,False,,False,False,,False,False,
649,O00144,True,False,,False,False,,False,False,
650,O95866,True,False,,False,False,,False,False,
651,Q9UQC2,False,False,,False,True,Migration,False,False,
654,P14867,True,False,,False,False,,True,False,
655,P47869,True,False,,False,False,,True,False,
656,P34903,True,False,,False,False,,True,False,
657,P48169,True,False,,False,False,,True,False,
658,P31644,True,False,,False,False,,True,False,
